object_id,object_guid,task_id,task_guid,wbs_code,task_name,role,ifc_relation
plaza_D,3xEp6uVh9G9RMOhLExLruZ,D_pavecheck,1mFe$AFOnLlP1bScivpQVV,PK.40.20.D,포장 기층 검사 / D구역,INPUT,IfcRelAssignsToProcess
walkway_D,0mPlDNkl1NYQPHTpc1fBtL,D_pavecheck,1mFe$AFOnLlP1bScivpQVV,PK.40.20.D,포장 기층 검사 / D구역,INPUT,IfcRelAssignsToProcess
ZONE_D,3$1Stc6JfRHQZHDbAILU6L,D_pavecheck,1mFe$AFOnLlP1bScivpQVV,PK.40.20.D,포장 기층 검사 / D구역,SCOPE,LCS_WBS.ScopeObjectIds
plaza_D,3xEp6uVh9G9RMOhLExLruZ,D_finish,3yndDAaojVGfVpR1$YFOQp,PK.40.30.D,모래·콘크리트블록 포장 / D구역,OUTPUT,IfcRelAssignsToProduct
walkway_D,0mPlDNkl1NYQPHTpc1fBtL,D_finish,3yndDAaojVGfVpR1$YFOQp,PK.40.30.D,모래·콘크리트블록 포장 / D구역,OUTPUT,IfcRelAssignsToProduct
ZONE_D,3$1Stc6JfRHQZHDbAILU6L,D_finish,3yndDAaojVGfVpR1$YFOQp,PK.40.30.D,모래·콘크리트블록 포장 / D구역,SCOPE,LCS_WBS.ScopeObjectIds
P2_B02-001,19UnKf3ZTMQfBwHarOCGAY,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-002,1KVBzha2fTWx36YZlxFruC,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-003,1EK_2fDcfO_xt2TpAHPtWW,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-004,26Hr2WtizQhOz5LWnyNFVE,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-005,3H0A2HlqXTJRH8_XL5Ozu5,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-006,1AouH4RYvJvQ_hvuDBdGBW,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-007,0moY_eYEfKGgdIiWoO0O1N,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-008,0rDyWfuvHNRw1l$qGsbx4G,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-009,3756lQSr5NYurbLUZNgGb9,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-010,1qaZEMQ5jInwicnhrMFZhb,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-011,0miIjqtkTPJhDUU6saWJPN,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-012,2T8B915TXIigfNz$wxZetq,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-013,19uBlnQgvMg8Gn_anAYAQ4,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-014,2AxRulHYPH$xp15rZ$dbtj,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-015,0osYJtEs5Sbgod4deKoahE,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-016,2IAkCIY$DUSxNvkQRbEImD,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-017,2CCjCsUd5IhvFwiUJt2ajj,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-018,3MSPqxHKPPoeuMNt2rxo1M,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-019,3MWXbq4V5GuwUE0nASlF8n,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-020,3ntOA1hurTSgeIwv2XPgYb,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-021,3QRKInOOHMdO6axKABKzpV,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-022,0i8jfoPVnVfv66xj_BVgw_,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-023,1nQZ7ZgV1HDAtptTHMz60i,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-024,0M_STCtu1HHhnwkyyP81xh,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-025,1oSsFcVCvNyOLUUbWRbZgn,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-026,1lnpOFZEvUW8xp0ueciVA_,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-027,0ZQjG$VzTSYR0vPnJIPxHJ,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-028,1wFQwB9uTKHOb_VjXq8KhC,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-029,0Q01wiuVTKdvE$bhYvVQHE,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-030,0wF4F$v7DNBOzCik2mhtXC,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-031,1ng29UucXRYfR6dKQy201V,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-032,1BLI$XFK5KZPMkmZXIYPWh,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-033,3BwmWztm9IoxgYBoH861xH,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-034,2wl8HyhinORAerNegojv67,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-035,32jPPUosTGIOk4jC$7PxnR,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-036,1U8eZd8Y9IoAafZ8E32OmH,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-037,10k7kijNjNhQtof38cIO7b,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-038,2LEc2EUifTbQJtY3iEOYWj,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-039,32f4sEM6zPUuCn6CyfslJs,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-040,3C0G2i60HUZ8WzJOc7EyWX,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-041,0yW2_Hu7jPOhzN47Q1xuvd,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-042,3hpkMCZnXGdQngESO4hMqB,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-043,0GnLJ2yh1QtuE9sA7rNiMa,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-044,1KdWwm8HrJAv15wyil3PL_,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-045,1NM5x5TorRwuWXy_lG0PPJ,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-046,3tYcq0cT9Jme$piD2xXBq2,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-047,3w5BTXVgnLSxbuLB7c1Y3g,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-048,0kPZnZvSfNkxeXAe$cgrUB,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-049,0P6O9mAc1RpgqrbCoKwF3Z,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-050,1vINH5uGTHTwu$flpzLoJU,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-051,3TTHamwC1LO8H7ypRj5Xk2,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-052,0jtu5AXVPOsRx5WFqShNd8,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-053,2jzq6vuiXNYA4R1lh1PzIy,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-054,2s1G$Wr4rNg8o$xNJy_u00,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-055,0ta8lLS65LAxCNHCt4vsjx,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-056,0Xs7yqxJPL19Bb4D497jGj,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-057,1aNixMQATOXg85829s8m4t,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-058,398nWdesTVEhQOokSd69OG,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-059,2lfN3RvZDMPQlF9DD35mzt,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-060,08jbWsA6DIV8HyLVslMvU5,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-061,3143Q3woPSLPKGH9LLy36U,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-062,10CRIVYRLJvApE4WsWYIQk,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-063,0gLcHazYHSeucFRzvIJ8I5,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-064,36BAcmQtLSTPHXoYAWTU6Q,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-065,1KiPGm0QHIEx_74Sv2lbWq,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-066,1NOWCLlVfGR8IHzI37hTen,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-067,1baS$714rJP9QjGHaBA5sZ,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-068,225WXkW0vJXudtqx51yGFS,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-069,3KJfhQ9K1Skw1MzY2KgETp,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-070,1FUa76mq1IYO31CSBrZdbc,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-071,1eJbEth81VTxpYhBg9QTfu,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-072,3vOmWk7GXOXe9l$qV1pMp2,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-073,0IpkH07iPG7vLwp62HHiZb,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-074,3c8bTdCWLQ7P5DMxBQqNI_,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-075,1ZAtG34LPTmQwln5RiEyW$,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-076,2YMQMqwhHGywaHPYWOWqWt,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-077,0EBiUedKHTEOL3eErFrO4A,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-078,3FMjPXsnfGpP0DurOJSLG7,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-079,1xEbI2cTrLRheQA84xs8lP,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-080,1Z04rRnxvP4O2u8O_axddQ,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-081,2XZ_FYS5nSs87P6_RnvUW1,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-082,1Hic1QqMrNgB7Gbzcdnm$C,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-083,3oZzkHiofJ8ulGxpAgcP9S,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-084,1loQVuRNjJyBYb6$AKhAIB,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-085,03rDAEfdXITBL6BEpwl1FD,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-086,31gWpKOaHTl8v1RSm5nFpZ,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-087,1$vnc_buHSh8Q12vn_1WvU,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-088,1SbhZrugbVNfSGbjlz_Nbr,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-089,2XDc0yDWPMTvIEXaQgoC3c,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-090,3M6sWh9PLLZu162WuStDtW,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-091,0FaLduJaPMUgYeuzIOxgGb,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-092,0jJtCTqUPL3ft9tDBgPtwp,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-093,0vzpV254rQa8iHvljY3QM3,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-094,0NWhm4jlzHSAkFoIBLPPc_,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-095,2wQnHNmDDJNBaiMWQamcJH,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-096,3WlWxZ5nrRvOJMOVoAZhhF,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-097,39DT_JyjXQqfJAIXNvmD8s,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-098,1$jUzLQTvNM96K92TadM6N,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-099,2pl_OPPufTjBqa6DXz88LY,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_B02-100,17XM_gLujL8OomUALJg9lL,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-001,2JyKjlBSXOcO5cuCq3dnkQ,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_S01-002,0Rtiubi8XK2O80exATHVbN,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-001,0JVtOADojS7hS1W3QoHQrZ,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-002,1LsoqFg0nK2uRcNlusjIon,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-003,2Sexj69MzKvBuvjK6F_Hgl,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-004,2R0yu1MGbNtR_2d3QfJwMi,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-005,3zqIKwKubSrAmC3blv_Mbv,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-006,39pPyKY21OkODw1Q4FuXSt,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-007,0ObqtzWTfOifnZ3j_cQp4J,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-008,3Ru$i9$HbJLgSOsCGag0V9,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-009,01LVPZcrDSBR9URD8oVazO,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-010,0NTWbxatLP$e8VALcJ$XpY,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-011,3oWsssxDXMGxJC1j_U$Dyv,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-012,3$GPjaFUXL2gRwwiHXm2df,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-013,3EF_TcXnHM8Ojrqqx03_rF,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-014,1yYRr2xpnOwuq$NdZFsYPG,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-015,2JN3EuDlLSeBIf5HIpLJtj,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-016,1OYSoeUQ5RzOGtrHgtmYnS,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-017,2c1CHqqMLRfe8Y28ZFn4gn,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-018,15IwRwXqTJBuW5B6QRcDj8,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-019,1Ns8vKXNfP78XSGTX7iaDs,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-020,2_3vAWn9bNowZpZiHOLxeV,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-021,25xw$VhJTLhRfJD5ABoEez,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-022,3Oc_Hmf8XVOuRXsZMCk2kH,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-023,1Im09dCY5JnezJZEi_FXYx,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-024,1jlEfXfujRzPg7k_llNDFU,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-025,3mKsy9WGLHhQAl4K$mucsx,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-026,31cj4S_$LRuwePS_L6i34u,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-027,2JFViFIPPOLwDYoNl3Ue5O,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-028,0moiyqRenMixd9T7rLzuVr,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
P2_Y02-029,2hM8uYj31M5BI3pAHJ8skq,D_shrubs,2lNFjVF3XTvO7rdvjQNo6m,PK.50.40.D,관목 식재 / D구역,OUTPUT,IfcRelAssignsToProduct
