object_id,ifc_guid,kind,category,name,specification,quantity,unit,zone,inventory_role,primary_wbs,wbs_codes,task_ids,task_count,library_global_id,quantity_note
P2_Y02-027,2JFViFIPPOLwDYoNl3Ue5O,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-028,0moiyqRenMixd9T7rLzuVr,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-029,2hM8uYj31M5BI3pAHJ8skq,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-030,0FRI3iQWnME9NDbKB__$D0,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-031,2GHMfSDXvSEgtkmQd329S8,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y02-032,1AoZsLYl5Q0hmHB2fSQf_W,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,D,NEW,PK.50.40.D,"[""PK.50.40.D"", ""PK.70.10.D""]","[""D_check"", ""D_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_R01-001,34ulYXPovGuvno_D$XFegX,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-002,1cvTK9urHKnu$zZjQ2sFfw,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-003,1rjzjktWPO_ht0nz5QtjeE,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-004,2r51_iq4bKnPlE9sqpUqoR,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-005,1Zgn2DhfPUzwweUppN2387,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-006,0gexFRWHXTduhdHPh40J4T,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-007,3hyV3b0APPJO_CYT5$v69y,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-008,32ls88HS5IPf8nSm8eIwEB,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-009,323oyGiZnMG8r11uZdngRm,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-010,3Af2f8awbSOAE$DF7T0tF6,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-011,0ga7TB7urPGQdYwUtFDAjx,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-012,3gCHXs9dzR78PoqSIvTpBk,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-013,2_CgA_MhzLOAsi7zlbvaaJ,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-014,1gnYxaYJHKQRIOvR1xOWZl,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-015,1OI$3vILTRRxtrcl5u7oyQ,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-016,08e7y0F7fMVhOgtu6CF4HK,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-017,2_m2dh5avJa9_2JJTH0pTX,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-018,0ldfJQOjLIngfGZzpTyFTy,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-019,1hl3UMoEPQN89AxITB7mGu,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-020,3i3wLaXUDMredYAlOY9F0k,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-021,3gphtraivHahGtnlxwjjNE,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-022,2KXEplgyTPzvzIFHcY7gFr,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-023,27C7q4w_LOC89tM6Xiuscj,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-024,2THjCFSbrUIv6enfxnLxJm,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-025,05x49oePTNeOEPoL$RGSUX,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-026,0rM4OtEIDKcOWMvSOYNi1d,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-027,0QAd_0xmPLlv4oUnbEoW8z,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-028,2bzteFUL5Jh8p3umlmiSJI,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-029,2HIyy4yFfPUOO3cvTFL8OS,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-030,2k_nNN54fRDRooR81SHtTM,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-031,24vyN2olzRyOo5SIhvn9db,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-032,2jHcT9gU1KqBdMgzBJijpl,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-033,0WE7CH_svHEwu__Y_yFh7c,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-034,0sqCSW6VbKWwOzemvAHx4f,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-035,2UtYM$4UjPBgdtcl805iSg,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-036,3UhjmgyvzLGe4E1xpaT281,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-037,332da6BW9T7hgBDCyG$qIB,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-038,3X_rUDE$XGaBKeWbaVk_Mn,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-039,3OOfrZ5IvK5v8UUZL9DMSy,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-040,22VR0GGFnLHwHwsrZkp8hU,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-041,0hsfchUavJkv9jOPB5RNEC,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-042,04qRRWAcTO_gwFwfM5jaMj,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-043,1b5YLbJRfHkxMeideaf$tb,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-044,1cXU67b01RBwWlQ0sIjF8q,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-045,2lhYeSKxnKyeF01tkamezD,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-046,1iB4cfnWvQUgU40c96NSeb,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R01-047,1i1CVDVVTOPg96a5YMDbRW,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_Y03-001,3_rpQllVbOKfblemkjIv1I,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-002,2TEQw3VtHRJOvGuL3w7icu,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-003,1jNJ1$M$9HSeb8WpIsSwlG,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-004,0XX$FtAyjGVgnbgQJEWSin,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-005,2R1garEgzJqQdDOxL4EGZd,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-006,2xeA4GoC1MrxClbzjvQpFg,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-007,1SRa8RzgfRkxR207mDqr$c,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-008,3Oam7eeNHQR8tsNmWH62G3,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-009,1lFlgqWz5RIwOAfsPpjM0S,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-010,1WZE4OrrPPwBEzCUJ5zZ_w,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-011,1wmWB5nmDSegOMAHezrpBG,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-012,2cPvD2fnvR0h2_hIa1ZYZ$,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-013,1MXInfX6HOw9g5nFD7NE9T,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-014,0FJDb0HT1NLOeuAkLS$260,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-015,0TZ2bvMiXRYRpKUnAIi8dU,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-016,14dhcChK5N4O5dYSVcfWZV,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-017,1U2sW7_UzLGOQZcg_mbc6L,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-018,0wxp2FKufGF9CgIHqG7vIV,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-019,2Qhob$ZwrGhhJeaab6lk4r,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-020,2CRwX2vYrHxuBb_d74xVNu,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-021,0X6IVkqYvHOArC0TbYZ6Ky,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-022,2Een$xhZLQtBprPRjXwSrK,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-023,3r7QguALTTHOEkw4oViYzi,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-024,13G5qfv5LLFfJlpK6KhaB5,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_Y03-025,3FFY3dSpDQdwABK7vkCFjD,shrub_plant,관목,영산홍,H0.6 X W0.8,1,ea,C,NEW,PK.50.40.C,"[""PK.50.40.C"", ""PK.70.10.C""]","[""C_check"", ""C_shrubs""]",2,1yPXjYZdX0pQPHGOXqvwN2,
P2_R02-001,0NOcLDmK1RyxPPku_YxLvo,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-002,2pUS92w95TcRN8FxZC6Yof,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-003,2S35Jn_yHKlfgu77aNwLSO,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-004,389TMcoWHIEBW0hGct0HR1,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-005,1lJgl9NtDH$9x6IJ6ddIjm,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-006,3Cc4KmW_XVrPrfzYR1K5G4,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-007,0rzb2RswjPQeFd7CYSFE8f,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-008,3l3AV1eEzHeuBHUFaFYcdc,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-009,1VOQ1x1_9JoPUFPRbU8s53,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-010,3Uj3o9yqzNPeYVitmK5Vfd,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-011,2e0VzmrqHUvvc7SFUf0epD,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-012,3_9O9H6q9PPgqYf5wFk2v_,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-013,3mKluvyzHGxOUE$H1Cpzgk,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-014,1vzNIh6RvSUgetsWoedXlG,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-015,1JXzoiQubQox9fxIN3wiXz,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
P2_R02-016,2$_yfp4JzNGPUVHrfXtTmE,shrub_plant,관목,산철쭉,H0.8 X W0.8,1,ea,A,NEW,PK.50.40.A,"[""PK.50.40.A"", ""PK.70.10.A""]","[""A_check"", ""A_shrubs""]",2,3$A$hZuEP0Dvy8NXIFeoRz,
