object_id,ifc_guid,ifc_class,name,specification,primary_wbs
P2_S02-008,39iEr0cZ1Vbg8aSsv5LOfu,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-009,35Ckl215zN2gr9Q0oLxY8w,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-010,2yQb1ROo5HtPZN_oqN$W0J,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-011,0yZieefDDHR8s2HdaxaVJ5,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-012,3MOWxa2snIRQu4mW7px2fp,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-013,0BKp8d_$jQJ9P4PUJrQ$62,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-014,1ctuk0YKDMXQK0YicJqST$,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-015,3zGPZ8pg1KLBxIKqG8JOfO,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-016,14jnEuBZ9Te852E2cYwC5z,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-017,06YziVyCrO2AyAeTDGRjQx,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-018,2x$uFWaRLRihGbNemrUHW3,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-019,1vW9PSIvPS4QcvDu96Yems,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-020,1ehiW8qHPNS8t1QhM6fHBM,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-021,2Bs3$hCbLNwRrmFqOHzEFO,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-022,1NmETY7q9NfgSkK1YKkYhz,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-023,0EN$$V2tTPXgzT2qCJFX2u,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-024,27H_KfMsXIyxiAhqfUGLzb,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-025,1r7KgbylbV2ujfkFzZNqVb,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-026,2g2fIIdDvIIPBQN8huBwlx,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-027,2ZLwja9kXJ9OPL9DCsiTr6,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-028,2gHpCQmZ1M5OPsaz73qpyJ,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-029,2Y5RAR_DPNRgQ_v22ZQuNp,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-030,30OZHPOu9Giup5ajdLOBsf,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-031,1XzgWvbV5TzOObVbwlpUrh,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-032,2FBB4m$9nJBvlCXxm4sySD,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-033,29aUJ7y1nMchP7IO1V5jf$,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-034,3XSfoBALrT4ugeTvZazjQs,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-035,3ucbViVAXLghcv33Tl7Kx9,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-036,3fq$_8HhLH5gTGYoGdxQHN,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-037,1ea8QHOZnJVhF8Z01T93b4,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-038,2Oj$5MA45NkBgk6KEW8t7Z,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-039,3MxcK6OsbLI9TlFeZWYt5N,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-040,1vwClNQWDKwRTMX71HIP_d,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-041,285s2VJPjTd9j$N_$gof1K,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-042,1VYUkiiOHOue5xs$yKADFy,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-043,0zUc5ZUMPMCvVrS0jziVoW,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-044,3PFG1bzcHRxBJsymqcLYh6,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-045,0P7GlhzlbMrfIxv0LvqrEk,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-046,0VXTvsh6DJPvzRlif7TOKB,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-047,18BEJ3$UzLn9jZJLWnSHS_,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-048,0dI0EeZwDJc86wFzU10GqN,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-049,2pwoBG4w9LnPUitYel$2NY,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-050,0n78uH6JHVRg0d3WK0LEpS,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-051,2JIQZzDlzMmfRrwLpERfpw,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-052,1ihe_82mrR0Pmv7mZP3fyI,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-053,1AD7sux2DVdvjrWZoDhqmb,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-054,2LjMcTjcHHrxanBgHGQEe7,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-055,28thloXMPVieSCkV8HfOvl,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-056,3W6OT$g5nUeAsFOVkQuije,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-057,3vSX2UZTHLiu_iNKvHRpzj,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-058,1LTcUdegLGz9BbGcEyUnxN,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-059,2u3hpRnx5Vh9ar1ZtXX7H9,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-060,26zSsWTCrG_AWexUwirCjK,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-061,3o4G9qZnLMl8fJIUV$Pky_,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-062,3ZoedHQUjTL9ODlH4vErdE,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-063,1Y3sRN2RPTiQUaI1sixYQ2,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-064,0KgiBE7hzL7Ook8$6XkNLb,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-065,1_TYfzMVPTWw4$uiav6QAg,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-066,2$YKdw_HTGsQOiDCCa6g8I,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-067,1uvzxM2v5MPBAktGrQ9Y9j,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.A
P2_S02-068,06J$AQuHvUNwOKFMR8TSrQ,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-069,0T5wLhx1PRaRnCO6q26nWQ,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-070,3mN3O593DOKBYhTAyFHrKv,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-071,1sHD8RKKnUueguq$MUkn2L,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-072,2SRfZlIufTzOj6j8dZfQNi,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-073,2VIjDjdkPUshXR4MUuZA1d,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-074,062LfGCxXLEx1Yj0ouO_YE,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-075,0LKmWs9M9JhxoYYumW3ZH0,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-076,3nX33k7PzKqeAwRcwGbo5X,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-077,1bKbD4gu5IeeTrep3icamr,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-078,3noRKM0XTPA9h9K_KnRRkH,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-079,2RYiS70pvJ2uCgdJZDup5B,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-080,1uJwEF0Z5Ujxh03wxkCGV6,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-081,3CxKOUw0DKFe2jZImdssAM,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
P2_S02-082,25rrQPT0XJpxjXtWgNEuTx,IfcGeographicElement,조팝나무,H1.0 X W0.5,PK.50.40.B
BENCH01,1cBKeX8qvQavDz0lALOOsz,IfcFurniture,벤치,1.8×0.6m (가정),PK.60.10.D
BENCH02,3ZW7a2V_HHyB7uEe0sYGCf,IfcFurniture,벤치,1.8×0.6m (가정),PK.60.10.D
BENCH03,0DO7eAO81PzRAdZDBjckEm,IfcFurniture,벤치,1.8×0.6m (가정),PK.60.10.A
BENCH04,0DcAGz_D9K3vbTlhvIdvjx,IfcFurniture,벤치,1.8×0.6m (가정),PK.60.10.A
BENCH05,1kBOWpIzDQ7fM7xMqFX7sb,IfcFurniture,벤치,1.8×0.6m (가정),PK.60.10.A
BENCH06,1PKm$l7k9T09zfj6ArLesB,IfcFurniture,벤치,1.8×0.6m (가정),PK.60.10.C
PERGOLA01,0e6NF2t6XJ_PKo0bK2HlHe,IfcBuildingElementProxy,퍼걸러,4.0×4.0m,PK.60.20.D
PIPE_A,1bd12Rq9vHkwu_IDooReN2,IfcPipeSegment,우수관,DN200 / 외경220mm (가정),PK.20.30.SITE
PIPE_B,2uxjlQpbjUUv2UC$J$F1JC,IfcPipeSegment,우수관,DN200 / 외경220mm (가정),PK.20.30.SITE
PIPE_C,0dKX0v4MnGaRajxAUcYi6n,IfcPipeSegment,우수관,DN200 / 외경220mm (가정),PK.20.30.SITE
PIPE_D,25UMDIw3fVWuVMTBD3leGG,IfcPipeSegment,우수관,DN200 / 외경220mm (가정),PK.20.30.SITE
CHAMBER_A,3gmuPO0wrGOvUL8XzIqdyM,IfcDistributionChamberElement,집수정,내측600×600 / 깊이1000mm (가정),PK.20.30.SITE
CHAMBER_B,0bwDG433LK6Ow2eXkwOKWK,IfcDistributionChamberElement,집수정,내측600×600 / 깊이1000mm (가정),PK.20.30.SITE
CHAMBER_C,2IhHL6lirIew1ZMclMfFOK,IfcDistributionChamberElement,집수정,내측600×600 / 깊이1000mm (가정),PK.20.30.SITE
CHAMBER_D,2icV4is$9TWAu28Oy0KqpE,IfcDistributionChamberElement,집수정,내측600×600 / 깊이1000mm (가정),PK.20.30.SITE
CURB_A,1RAc42_8DO$vCGbKZAOVsl,IfcKerb,화강석 경계석,150×200mm (가정),PK.30.20.A
CURB_B,3vt7aax3bJzQ4MvcKH4gak,IfcKerb,화강석 경계석,150×200mm (가정),PK.30.20.B
CURB_C,0pZzj_wsXG0Pip1nBWHTLN,IfcKerb,화강석 경계석,150×200mm (가정),PK.30.20.C
CURB_D,1vu9PieP9JHBCWWvIrMoDn,IfcKerb,화강석 경계석,150×200mm (가정),PK.30.20.D
ACCESS_trunk,2jsSQUMB9OFv7$SI5N$RPo,IfcBuildingElementProxy,임시동선,,PK.70.20.SITE
ACCESS_A,01xanMY7jRe89UPATvInOp,IfcBuildingElementProxy,임시동선,,PK.70.20.SITE
ACCESS_B,1eX417P69OPQK1O6VRVYb_,IfcBuildingElementProxy,임시동선,,PK.70.20.SITE
ACCESS_C,3BbxMeDZXT6gq0VeU2X24r,IfcBuildingElementProxy,임시동선,,PK.70.20.SITE
ACCESS_D,01bG$6HV5HXPuhKOvuUuxz,IfcBuildingElementProxy,임시동선,,PK.70.20.SITE
TERRAIN,1uMZzis_LV3fPfxrpIZhau,IfcGeographicElement,합성 지형 기준면,,PK.70.30.SITE
CONTEXT_SIDEWALK,1g8zm_J6zT_9DuLVrV254X,IfcBuildingElementProxy,남측 보도(가정),,
CONTEXT_ROAD,1Vh$ZcZp9Qn8zK7yQ5zIX_,IfcBuildingElementProxy,남측 도로(가정),,
